city,city_ascii,lat,lng,population,isolation_value,zoom_level
Caracas,Caracas,10.4806,-66.9036,2245744,1017.4923199021664,3.0
Tangerang,Tangerang,-6.1703,106.6403,2237006,20.701635611103228,8.5
Laibin,Laibin,23.7501,109.2212,2233900,67.43829889101129,6.5
Konya,Konya,37.8667,32.4833,2232374,231.6123675443618,4.5
Supaul,Supaul,26.126,86.605,2229076,418.9998824743773,4.0
Vienna,Vienna,48.2083,16.3725,2223236,215.14648868136285,4.5
Eşfahān,Esfahan,32.6447,51.6675,2219343,339.50186286058164,4.0
Baltimore,Baltimore,39.3051,-76.6144,2196524,56.43438700922589,6.5
Shengli,Shengli,37.434,118.6746,2193518,62.40351346728413,6.5
Dandong,Dandong,40.1167,124.3833,2188436,160.94015305207327,5.0
Qinbaling,Qinbaling,35.7278,107.64,2179716,156.10869583139808,5.0
Gaoping,Gaoping,30.7824,106.1281,2174000,6.318531493835557,10.0
Awka,Awka,6.2069,7.0678,2171900,321.2750939438042,4.5
Taizhou,Taizhou,28.6557,121.4208,2162461,102.00141765936218,6.0
Ma’anshan,Ma'anshan,31.669,118.507,2159930,35.87283142518927,7.5
Harare,Harare,-17.8292,31.0522,2150000,398.7254983581095,4.0
Perth,Perth,-31.9559,115.8606,2141834,2686.9897711295957,1.0
St. Louis,St. Louis,38.6359,-90.2451,2130881,416.9668277971881,3.5
Phnom Penh,Phnom Penh,11.5694,104.9211,2129371,213.374088331807,5.0
Depok,Depok,-6.394,106.8225,2123349,24.35799245615736,8.0
Stockholm,Stockholm,59.3294,18.0686,2121000,690.3538587725201,2.5
Puning,Puning,23.298,116.166,2118200,35.15974092733536,7.5
Huaibei,Huaibei,33.956,116.798,2114276,39.18181227622296,7.0
Kowloon,Kowloon,22.3167,114.1833,2108419,2.5297673198678643,21.0
Córdoba,Cordoba,-31.4167,-64.1833,2106734,646.4976360910739,3.0
Haiphong,Haiphong,20.8651,106.6838,2103500,87.88491265188263,6.0
Zamboanga City,Zamboanga City,6.9042,122.0761,2100000,863.6382136617351,3.0
Chongzuo,Chongzuo,22.377,107.365,2099400,110.2433746297618,6.0
Rawalpindi,Rawalpindi,33.6,73.0333,2098231,131.29479917916052,5.5
Portland,Portland,45.5371,-122.65,2095808,233.06232129402773,4.5
Kano,Kano,12.0,8.5167,2095000,345.1747890114247,4.5
Yushan,Yushan,31.322,120.985,2092496,34.81821912685131,7.5
Havana,Havana,23.1367,-82.3589,2089532,365.9774917435757,4.0
Hezhou,Hezhou,24.4042,111.5672,2072600,107.21168009714556,6.0
Pingliang,Pingliang,35.5424,106.6649,2068033,90.50169155915567,6.0
Vadodara,Vadodara,22.3,73.2,2065771,103.02701262719064,6.0
Manaus,Manaus,-3.1189,-60.0217,2063547,1667.60167982264,2.0
Qingyang,Qingyang,24.7816,118.5517,2061600,16.21956851779946,8.5
San Antonio,San Antonio,29.4632,-98.5238,2058444,305.1662380318057,4.5
Rājkot,Rajkot,22.3,70.7833,2043000,200.2933461298044,5.0
Shangzhou,Shangzhou,33.868,109.9244,2041231,83.69420092405663,6.0
Vishākhapatnam,Vishakhapatnam,17.7042,83.2978,2035922,512.7918205164468,3.5
Sanmenxia,Sanmenxia,34.7732,111.2004,2034872,33.251167193122804,7.5
Baicheng,Baicheng,45.62,122.838,2032356,205.2434508473227,4.5
Gujranwala,Gujranwala,32.1567,74.19,2027001,62.91058498706459,6.5
Aleppo,Aleppo,36.2,37.16,2003671,296.9412980426413,4.0
Tijuana,Tijuana,32.525,-117.0333,2002000,35.06067140878245,7.5
Bamenda,Bamenda,5.9614,10.1517,2000000,218.3479056683801,5.0
Minsk,Minsk,53.9,27.5667,1995471,433.2840686057462,3.0
Indore,Indore,22.7167,75.8472,1994397,275.84761756544304,4.5
Karaj,Karaj,35.8272,50.9489,1973470,42.56498324380475,7.0
Kananga,Kananga,-5.897,22.4488,1971704,130.37235283421333,5.5
Peshawar,Peshawar,34.0144,71.5675,1970042,143.05325721613912,5.5
Sapporo,Sapporo,43.0619,141.3544,1959313,832.0581861831216,2.5
Sacramento,Sacramento,38.5677,-121.4685,1957738,124.24686695990336,5.5
Tilburg,Tilburg,51.55,5.0833,1944588,356.9745668816081,3.5
Pingxiang,Pingxiang,27.659,113.887,1933200,55.00512350621753,7.0
Ecatepec,Ecatepec,19.6097,-99.06,1929926,21.06549348786034,8.5
Almaty,Almaty,43.24,76.915,1916822,663.5058042109108,3.0
Austin,Austin,30.3005,-97.7522,1905945,119.17294187566762,5.5
Yinchuan,Yinchuan,38.485,106.225,1901793,306.6369257309954,4.0
Santos,Santos,-23.9369,-46.325,1897551,53.24962840645421,7.0
Blantyre,Blantyre,-15.7861,35.0058,1895973,478.2144299481588,4.0
Thāne,Thane,19.1972,72.9722,1886941,16.74197602591406,8.5
Orlando,Orlando,28.4773,-81.337,1882705,121.06704814899346,5.5
Tainan,Tainan,22.9833,120.1833,1874686,42.593401104560606,7.0
Xiping,Xiping,40.082,113.2981,1873000,154.59890561567298,5.0
Multan,Multan,30.1978,71.4697,1871843,205.78306341395336,5.0
Santa Cruz,Santa Cruz,-17.8,-63.1833,1867673,1.9241822024079644,21.0
Port Harcourt,Port Harcourt,4.8242,7.0336,1865000,153.796024100673,5.5
Jixi,Jixi,45.295,130.969,1862165,133.7970782628425,5.0
Fushun,Fushun,41.881,123.957,1861372,42.61308990485399,7.0
Warsaw,Warsaw,52.23,21.0111,1860281,475.5376639480949,3.0
Beihai,Beihai,21.481,109.12,1853227,73.53899498660601,6.5
Fuxin,Fuxin,42.022,121.67,1819339,108.37541916271331,5.5
Wuwei,Wuwei,37.929,102.638,1815059,163.90773380634025,5.0
Siping,Siping,43.1668,124.3506,1814733,113.0275511330632,5.5
San Juan,San Juan,18.3985,-66.061,1814587,885.0855799381743,3.0
Mersin,Mersin,36.8,34.6333,1814468,224.0494830167752,4.5
Bhopāl,Bhopal,23.2599,77.4126,1798218,171.24559624276077,5.0
Mosul,Mosul,36.34,43.13,1792000,354.7417618675478,4.0
Lubumbashi,Lubumbashi,-11.6647,27.4794,1786397,426.1554150360466,4.0
Davao,Davao,7.07,125.6,1776949,389.3660297920374,4.0
Curitiba,Curitiba,-25.4297,-49.2711,1773733,339.0011176522071,4.0
San Jose,San Jose,37.3012,-121.848,1771413,72.97803646711493,6.0
Shuyangzha,Shuyangzha,34.1299,118.7734,1770000,50.20191557619941,7.0
Adana,Adana,37.0,35.3213,1765981,65.0941778472255,6.5
Quito,Quito,-0.22,-78.5125,1763275,267.1113768301907,4.5
Pittsburgh,Pittsburgh,40.4397,-79.9763,1749091,305.44532534551183,4.0
Brazzaville,Brazzaville,-4.2694,15.2711,1733263,7.385522051625878,10.0
Hyderabad City,Hyderabad City,25.3792,68.3683,1732693,148.4376254786355,5.5
Diyarbakır,Diyarbakir,37.91,40.24,1732396,310.01669679248346,4.0
Indianapolis,Indianapolis,39.7771,-86.1458,1729849,263.25014531375456,4.5
Pimpri-Chinchwad,Pimpri-Chinchwad,18.6186,73.8037,1727692,12.275362903985885,9.0
Masqaţ,Masqat,23.5889,58.4083,1720000,365.85646298509727,4.0
Montevideo,Montevideo,-34.8836,-56.1819,1719453,203.39424458556343,5.0
Shuozhou,Shuozhou,39.3317,112.4329,1714857,105.10455881925736,5.5
Manhattan,Manhattan,40.7834,-73.9662,1694263,10.500749741811909,9.0
Cincinnati,Cincinnati,39.1413,-84.506,1692702,157.52996780700255,5.0
Kansas City,Kansas City,39.1238,-94.5541,1689556,376.8801818097575,4.0
Patna,Patna,25.594,85.1376,1684222,158.29565692972446,5.5
Tegucigalpa,Tegucigalpa,14.1058,-87.2047,1682725,363.1826089437165,4.0
Kampala,Kampala,0.3136,32.5811,1680600,503.4827160367861,4.0
Cleveland,Cleveland,41.4764,-81.6805,1680247,154.93951326747552,5.0
Sanzhou,Sanzhou,30.82,108.4,1680000,98.82187066091154,6.0
Changshu,Changshu,31.656,120.753,1677050,38.51582506530583,7.5
Heihe,Heihe,50.2401,127.521,1673899,400.8265111193143,3.5
Conakry,Conakry,9.5092,-13.7122,1667864,713.5728383279836,3.5
Ximeicun,Ximeicun,24.9612,118.3849,1663542,26.114724744658663,8.0
Caloocan City,Caloocan City,14.65,120.97,1661584,6.076356897050635,10.0
Masvingo,Masvingo,-20.0744,30.8328,1638528,250.71900781683377,4.5
Zhongli,Zhongli,24.965,121.2168,1632616,35.75880800045801,7.5
Novosibirsk,Novosibirsk,55.05,82.95,1625631,1292.4321246208283,1.5
Bilāspur,Bilaspur,22.09,82.15,1625502,334.06469177647784,4.5
Semarang,Semarang,-6.99,110.4225,1621384,257.0439779432563,5.0
Jingdezhen,Jingdezhen,29.2917,117.1986,1618979,117.93615320266142,5.5
Ludhiāna,Ludhiana,30.91,75.85,1618879,159.9197042681622,5.0
Liaoyang,Liaoyang,41.279,123.176,1604580,24.360886142005512,8.0
Chengtangcun,Chengtangcun,35.0833,117.15,1603659,34.181715711300804,7.5
Rājshāhi,Rajshahi,24.3667,88.6,1600000,184.89166511688904,5.0
Balandougou,Balandougou,13.3558,-9.5517,1596882,185.7726738727036,5.0
Jiangyin,Jiangyin,31.839,120.295,1595138,30.486923047167675,7.5
Valencia,Valencia,39.47,-0.3764,1595000,302.5096125758744,4.0
Āgra,Agra,27.18,78.02,1585704,175.8540719606764,5.0
León de los Aldama,Leon de los Aldama,21.1167,-101.6833,1579803,179.6676227531448,5.0
Puebla,Puebla,19.0333,-98.1833,1576259,109.20688211164,6.0
Columbus,Columbus,39.9862,-82.9855,1572546,160.66629004556603,5.0
Yopougon,Yopougon,5.3167,-4.0667,1571065,3.697937421126564,21.0
Hebi,Hebi,35.748,114.297,1569208,59.70098984392493,6.5
Shīrāz,Shiraz,29.61,52.5425,1565572,347.5651973283545,4.0
Madurai,Madurai,9.9252,78.1198,1561129,344.398069503971,4.5
Huzhou,Huzhou,30.8925,120.0875,1558826,67.95681708249705,6.5
Tabrīz,Tabriz,38.0814,46.3006,1558693,341.04037687954826,4.0
Jamshedpur,Jamshedpur,22.7925,86.1842,1558000,225.64486113608623,5.0
Maracaibo,Maracaibo,10.6333,-71.6333,1551539,517.2909259020952,3.5
Sofia,Sofia,42.7,23.33,1547779,295.02893112983816,4.0
San José,San Jose,9.9325,-84.08,1543000,575.1269475921961,3.5
Prayagraj,Prayagraj,25.4358,81.8464,1536218,79.47403028447252,6.5
Palembang,Palembang,-2.9861,104.7556,1535952,411.0860418839181,4.0
Kawasaki,Kawasaki,35.5167,139.7,1531646,9.818604400673284,9.0
Kōbe,Kobe,34.69,135.1956,1521707,28.034942996538746,7.5
Jiaxing,Jiaxing,30.747,120.756,1518654,62.85344218911365,6.5
Kigali,Kigali,-1.9439,30.0594,1518632,376.3122593190515,4.0
Zhangjiajie,Zhangjiajie,29.117,110.479,1517027,118.94858548163032,5.5
Baiyin,Baiyin,36.5451,104.1389,1512110,60.7009079128566,6.5
Guiping,Guiping,23.4,110.0833,1511011,58.9359279321021,7.0
Lianjiang,Lianjiang,21.7333,110.2833,1509400,52.07447314838318,7.0
Jianguang,Jianguang,28.1958,115.7833,1507402,54.66438241734303,7.0
Yucheng,Yucheng,30.01,103.0415,1507258,78.02593031971895,6.5
Xushan,Xushan,30.1667,121.2333,1502000,50.78915466850102,7.0
Panama City,Panama City,8.9833,-79.5167,1500189,511.5168805420146,4.0
Nneyi-Umuleri,Nneyi-Umuleri,6.3333,6.8333,1500000,29.484788237519997,8.0
Leizhou,Leizhou,20.9143,110.0967,1494700,47.93029207570844,7.0
Gwangju,Gwangju,35.1653,126.8486,1490092,177.03840678286176,5.0
Katako-Kombe,Katako-Kombe,-3.4,24.42,1488922,318.9983119577995,4.5
Recife,Recife,-8.05,-34.9,1488920,626.0375008716584,3.5
Nāsik,Nasik,19.9975,73.7898,1486053,123.50833258085837,5.5
Valencia,Valencia,10.1833,-68.0,1484430,124.4097968598272,6.0
Onitsha,Onitsha,6.1667,6.7833,1483000,19.331938094723757,8.5
Abu Dhabi,Abu Dhabi,24.4667,54.3667,1483000,129.05240659183366,5.5
Zapopan,Zapopan,20.7167,-103.4,1476491,7.04311484337075,10.0
Daejeon,Daejeon,36.35,127.385,1475221,121.55029200485116,5.5
Bronx,Bronx,40.8501,-73.8662,1472654,11.217158992998508,9.0
Yekaterinburg,Yekaterinburg,56.8356,60.6128,1468833,1398.6429598278469,1.5
Huazhou,Huazhou,32.688,112.087,1468061,53.85316327211065,7.0
Jinhua,Jinhua,29.079,119.647,1463990,73.07185583608761,6.5
Kyōto,Kyoto,35.0117,135.7683,1463723,42.87590462846882,7.0
Amsterdam,Amsterdam,52.3728,4.8936,1459402,92.40987596289972,5.5
Pizhou,Pizhou,34.398,117.89,1458038,59.69888355044544,6.5
Kismaayo,Kismaayo,-0.3581,42.5453,1458000,409.5421206988505,4.0
Yangshe,Yangshe,31.8767,120.556,1447600,25.003968986292087,8.0
Virginia Beach,Virginia Beach,36.7335,-76.0435,1443020,256.0975652152756,4.5
Dakar,Dakar,14.6928,-17.4467,1438725,704.9516594727859,3.5
Goiânia,Goiania,-16.6667,-49.25,1437237,175.28462723777633,5.5
Charlotte,Charlotte,35.2083,-80.8303,1427444,366.30547234371545,4.0
Rui’an,Rui'an,27.7833,120.625,1424667,24.5191798564552,8.0
Muscat,Muscat,23.6139,58.5922,1421409,18.943372879369,8.5
Kharkiv,Kharkiv,49.9925,36.2311,1421125,409.1533958380113,3.5
Wenling,Wenling,28.3667,121.3667,1416199,32.56724204964155,7.5
Gaozhou,Gaozhou,21.9244,110.8422,1414100,30.344102952769827,7.5
Farīdābād,Faridabad,28.4211,77.3078,1414050,22.337912767301148,8.0
Medina,Medina,24.47,39.61,1411599,328.4956425110205,4.5
Khulna,Khulna,22.8167,89.55,1400689,124.1839078106559,5.5
Ulaanbaatar,Ulaanbaatar,47.9203,106.9172,1396288,846.6624887722878,2.5
Fuqing,Fuqing,25.7167,119.3833,1390487,40.70240989735581,7.5
Kayseri,Kayseri,38.7225,35.4875,1389680,192.088331839242,5.0
Tel Aviv-Yafo,Tel Aviv-Yafo,32.08,34.78,1388400,109.65090194268778,6.0
Wuzhong,Wuzhong,37.9978,106.1986,1382713,54.22328245258214,6.5
Pingdu,Pingdu,36.7769,119.9884,1378900,74.03299625779417,6.0
Sangereng,Sangereng,-6.2889,106.7181,1378466,15.74403175311384,9.0
Yangquan,Yangquan,37.8571,113.5804,1368502,84.0762090205317,6.0
Samsun,Samsun,41.2903,36.3336,1368488,294.4758701834383,4.0
Yutan,Yutan,28.278,112.552,1368117,36.269008890454685,7.5
Copenhagen,Copenhagen,55.6761,12.5683,1366301,288.47197962679473,4.0
Helsinki,Helsinki,60.1708,24.9375,1360075,299.1737958461377,3.5
Prague,Prague,50.0875,14.4214,1357326,252.57045240440723,4.0
Milan,Milan,45.4669,9.19,1354196,348.00838430484447,4.0
Auckland,Auckland,-36.8406,174.74,1346091,2153.7688083254675,1.5
Santiago,Santiago,19.4572,-70.6889,1343423,500.7843198851486,3.5
Chizhou,Chizhou,30.6654,117.4916,1342764,38.959749074750384,7.5
Makassar,Makassar,-5.1619,119.4362,1338663,775.8322258688879,3.0
Liangshi,Liangshi,27.26,111.7442,1335900,27.40846245377409,8.0
Porto Alegre,Porto Alegre,-30.0331,-51.23,1332570,546.9472520405927,3.5
Huangshan,Huangshan,29.7149,118.3376,1330565,119.85173662041858,5.5
Barranquilla,Barranquilla,10.9833,-74.8019,1326588,348.2616269461451,4.5
Al Başrah,Al Basrah,30.515,47.81,1326564,128.37995750625845,5.5
Benxi,Benxi,41.4868,123.685,1326018,41.08520062292782,7.0
Saitama,Saitama,35.8614,139.6456,1325843,19.549559885474448,8.0
Guarulhos,Guarulhos,-23.4628,-46.5328,1324781,14.107896935508467,9.0
Juárez,Juarez,31.745,-106.485,1321004,562.503248827304,3.5
Mandalay,Mandalay,21.9831,96.0844,1319452,439.5998791286928,4.0
Xintai,Xintai,35.909,117.768,1315942,69.34813763430255,6.5
Wusong,Wusong,30.9333,117.7667,1311726,39.72148413683958,7.0
Calgary,Calgary,51.05,-114.0667,1306784,673.5295773071294,2.5
Meerut,Meerut,28.98,77.71,1305429,44.56831322681136,7.0
Yushu,Yushu,44.826,126.55,1304436,103.8330774731479,5.5
Belém,Belem,-1.4558,-48.5039,1303389,1136.542463111771,2.5
Kuaidamao,Kuaidamao,41.7283,125.9397,1302778,165.21158112048434,5.0
Huazhou,Huazhou,21.664,110.6396,1302100,29.5456124817242,8.0
Baishan,Baishan,41.944,126.4147,1296127,46.08520020184472,7.0
Adelaide,Adelaide,-34.9275,138.6,1295714,653.6872511033274,3.0
Haicheng,Haicheng,40.8824,122.6852,1293877,36.06858872009376,7.0
Milwaukee,Milwaukee,43.0642,-87.9675,1290940,138.3360391515811,5.0
Providence,Providence,41.823,-71.4187,1290271,61.62088052028823,6.5
Jacksonville,Jacksonville,30.3322,-81.6749,1288298,208.8364540937297,5.0
Yicheng,Yicheng,31.36,119.815,1285785,49.35619812498102,7.0
Cacuaco,Cacuaco,-8.8053,13.2444,1279488,3.830421183754233,21.0
Porto,Porto,41.1621,-8.622,1278210,422.23955886343526,3.5
Rosario,Rosario,-32.9575,-60.6394,1276000,277.5283926023488,4.5
Canagatan,Canagatan,18.0,121.8,1273219,381.0574357396179,4.0
Soweto,Soweto,-26.2678,27.8585,1271628,19.948523709775824,8.5
Bagam,Bagam,1.13,104.0531,1269820,33.89731651035339,7.5
Jabalpur,Jabalpur,23.1667,79.9333,1267564,240.85624378130723,4.5
Rucheng,Rucheng,32.246,120.591,1267066,41.020103004490686,7.0
Huaiyin,Huaiyin,33.5819,119.028,1264000,8.592371742873235,9.5
Dublin,Dublin,53.35,-6.2603,1263219,307.7316758242749,4.0
Kazan,Kazan,55.7964,49.1089,1259173,717.8722071781826,2.5
Dayan,Dayan,26.8552,100.2259,1253878,221.1347158640272,5.0
Shaoyang,Shaoyang,32.912,119.8526,1253548,51.05282918193741,7.0
Balıkesir,Balikesir,39.6333,27.8833,1250610,116.80209920182244,5.5
Comayagüela,Comayaguela,14.098,-87.21,1250000,1.0387219646818049,21.0
Laiwu,Laiwu,36.1833,117.6667,1248636,31.831513349225883,7.5
Sharjah,Sharjah,25.3575,55.3908,1247749,14.096380671537045,9.0
Jingling,Jingling,30.664,113.167,1247400,80.57365329308341,6.0
Kalyān,Kalyan,19.2502,73.1602,1246381,20.60002194715244,8.5
Nizhniy Novgorod,Nizhniy Novgorod,56.3269,44.0075,1244254,322.063939304598,3.5
Yongcheng,Yongcheng,33.9299,116.45,1240382,32.23277908182997,7.5
Sumedang,Sumedang,-6.84,107.9208,1240000,122.05965388549038,6.0
Cần Thơ,Can Tho,10.0333,105.7833,1237300,130.02223533301606,5.5
Brussels,Brussels,50.8467,4.3525,1235192,93.31923814538894,5.5
Suwon,Suwon,37.2667,127.0167,1234300,32.69865761041795,7.5
Yiwu,Yiwu,29.3069,120.0753,1234015,48.68996113357064,7.0
Beidao,Beidao,34.602,105.918,1225000,17.268602843492616,8.5
Vasai-Virar,Vasai-Virar,19.3607,72.7956,1221233,25.963516752628504,8.0
Xiangshui,Xiangshui,26.5964,104.8314,1221000,89.05297190254439,6.0
Dadukou,Dadukou,26.5824,101.7184,1214121,151.3089697566831,5.5
Campinas,Campinas,-22.9058,-47.0608,1213792,82.15056247355135,6.5
Lingcheng,Lingcheng,22.7,110.35,1211637,18.07792375440217,8.5
Shuangyashan,Shuangyashan,46.6762,131.1416,1208803,64.1802535166365,6.0
Mombasa,Mombasa,-4.05,39.6667,1208333,310.53595121858706,4.5
Najafgarh,Najafgarh,28.6092,76.9798,1203180,24.42429812789665,8.0
Xinyu,Xinyu,27.8186,114.9167,1202499,49.14400752848609,7.0
Qom,Qom,34.64,50.8764,1201158,125.6230442330212,5.5
Hargeysa,Hargeysa,9.5631,44.0675,1200000,587.6008884423871,3.5
Baidoa,Baidoa,3.1167,43.65,1200000,222.88042533530276,5.0
Zhangye,Zhangye,38.9248,100.4499,1199515,220.42486638975845,4.5
Vārānasi,Varanasi,25.3189,83.0128,1198491,48.60386521002832,7.0
Hiroshima,Hiroshima,34.3914,132.4519,1198021,208.96459482751624,5.0
Chiang Mai,Chiang Mai,18.7953,98.9986,1198000,373.87271420067975,4.0
Belgrade,Belgrade,44.82,20.46,1197714,316.34060538363354,4.0
Maiduguri,Maiduguri,11.8333,13.15,1197497,504.4317237314326,4.0
Chelyabinsk,Chelyabinsk,55.1547,61.3758,1196680,192.83329597743943,4.5
Batam Centre,Batam Centre,1.13,104.0531,1196396,0.0,21.0
Rongcheng,Rongcheng,26.218,104.103,1189813,83.86224578173132,6.0
Mbandaka,Mbandaka,0.0478,18.2558,1187837,583.4334457326169,3.5
Doha,Doha,25.2867,51.5333,1186023,300.0096844585836,4.5
Ahvāz,Ahvaz,31.3047,48.6783,1184788,120.71719520479328,5.5
Shymkent,Shymkent,42.3167,69.5958,1184113,114.8452433971106,5.5
Tripoli,Tripoli,32.8872,13.1914,1183000,1003.3777308388349,2.5
Srīnagar,Srinagar,34.09,74.79,1180570,171.13801674543484,5.0
Nashville,Nashville,36.1715,-86.7842,1177657,343.5826120095276,4.0
Liaoyuan,Liaoyuan,42.888,125.1447,1176239,71.60782964910666,6.0
Aurangābād,Aurangabad,19.88,75.32,1175116,160.48362673176703,5.5
Cilacap,Cilacap,-7.7167,109.017,1174964,155.31312427373638,5.5
Salt Lake City,Salt Lake City,40.7776,-111.9311,1173879,582.5578952457912,3.0
Omsk,Omsk,54.9833,73.3667,1172070,610.5248400696172,2.5
Pikine,Pikine,14.75,-17.4,1170791,8.104203346502821,9.5
Samara,Samara,53.2028,50.1408,1169719,295.98392840293207,4.0
Guankou,Guankou,28.1637,113.6433,1168056,61.015367282392205,6.5
Bandar Lampung,Bandar Lampung,-5.45,105.2667,1166761,171.76840116345593,5.5
Raleigh,Raleigh,35.8324,-78.6429,1163152,209.77063106486767,5.0
Lianyuan,Lianyuan,27.692,111.664,1162928,32.541120250674176,7.5
Rongcheng,Rongcheng,29.8402,112.9048,1162770,95.00145020040172,6.0
Dhanbād,Dhanbad,23.7998,86.4305,1162472,114.79655708758722,6.0
Nay Pyi Taw,Nay Pyi Taw,19.7475,96.115,1160242,248.60804924706423,4.5
Aba,Aba,5.1167,7.3667,1160000,49.18779303142298,7.0
Kaiyuan,Kaiyuan,36.0193,113.86,1160000,49.59877547428412,7.0
Zhuji,Zhuji,29.7167,120.2333,1157938,48.06434537481708,7.0
Yingtan,Yingtan,28.2721,117.0395,1154223,75.88398509657421,6.5
Edmonton,Edmonton,53.5344,-113.4903,1151635,279.0180005840628,4.0
Leiyang,Leiyang,26.4223,112.8598,1151554,59.74141073586927,6.5
Ulsan,Ulsan,35.55,129.3167,1150116,46.615650377249445,7.0
Yichun,Yichun,47.728,128.841,1148126,151.93774005470448,5.0
Benin City,Benin City,6.3333,5.6222,1147188,129.67124544953006,5.5
Bujumbura,Bujumbura,-3.3833,29.3667,1143202,177.58672515174365,5.5
Guyuan,Guyuan,36.01,106.257,1142142,63.698773740788106,6.5
Xiantao,Xiantao,30.328,113.443,1140100,45.77318445728904,7.0
Rostov,Rostov,47.2225,39.71,1137704,400.2765988155992,3.5
Maputo,Maputo,-25.9667,32.5833,1133200,453.9203712388697,4.0
Bukavu,Bukavu,-2.5,28.8667,1133000,112.82632802627616,6.0
Amritsar,Amritsar,31.64,74.86,1132383,49.92981548103831,7.0
Shagamu,Shagamu,6.8333,3.65,1132270,51.302634893396814,7.0
Yingchuan,Yingchuan,34.1511,113.4733,1131896,34.906042066801604,7.5
Alīgarh,Aligarh,27.88,78.08,1131160,78.06107111791042,6.5
Santo Domingo,Santo Domingo,18.4667,-69.95,1128678,134.78931168903017,5.5
Bogor,Bogor,-6.5966,106.7972,1127408,22.70086667201204,8.5
Bishkek,Bishkek,42.8747,74.6122,1120827,191.44730784275373,4.5
Tbilisi,Tbilisi,41.7225,44.7925,1118035,424.79818619068686,3.5
Guwāhāti,Guwahati,26.1722,91.7458,1116267,279.2729364938853,4.5
Ufa,Ufa,54.7261,55.9475,1115560,349.89328810655013,3.5
Fès,Fes,34.0433,-5.0033,1112072,245.0716255210464,4.5
Mwanza,Mwanza,-2.5167,32.9,1104521,316.70570607692053,4.5
Biên Hòa,Bien Hoa,10.95,106.8167,1104000,23.091745368460582,8.0
Mexicali,Mexicali,32.6633,-115.4678,1102342,147.46288942045783,5.5
Sevilla,Sevilla,37.39,-5.99,1100000,382.6422232977726,4.0
Ikare,Ikare,7.5167,5.75,1099931,132.34225109773303,5.5
Dongtai,Dongtai,32.795,120.519,1098100,61.41821604618256,6.5
Dingzhou,Dingzhou,38.516,114.99,1095986,57.24390359969017,6.5
Xibeijie,Xibeijie,39.7334,98.4943,1095947,190.72044658469895,5.0
Tamale,Tamale,9.4075,-0.8533,1095808,307.6886701788739,4.5
Yuyao,Yuyao,30.05,121.15,1095000,15.251035561168198,8.5
Hanchuan,Hanchuan,30.652,113.8274,1092700,32.0643561403055,7.5
Gongzhuling,Gongzhuling,43.5053,124.8224,1092692,53.597775455420944,6.5
N’Djamena,N'Djamena,12.11,15.05,1092066,208.95259579126488,5.0
Ubungo,Ubungo,-6.7889,39.2056,1086912,8.78486353121921,9.5
Cologne,Cologne,50.9364,6.9528,1084831,146.9309774996497,5.0
Krasnoyarsk,Krasnoyarsk,56.0089,92.8719,1083865,632.8916020491669,2.5
Zhufeng,Zhufeng,36.0,119.4167,1081960,65.58722838129368,6.5
Ezhou,Ezhou,30.3914,114.8949,1079353,7.255622076400797,9.5
Astana,Astana,51.1472,71.4222,1078362,445.8584412902417,3.5
Nezahualcóyotl,Nezahualcoyotl,19.4081,-99.0186,1077208,12.3504775966979,9.0
Nouakchott,Nouakchott,18.0858,-15.9785,1077169,400.7056552126083,4.0
Hāora,Haora,22.58,88.3294,1077075,4.39426162983158,21.0
